ID,Source URL,Title,Topic,Content
11,https://thedesigninspiration.com/news/facts/20-incredible-gardening-tricks-that-will-make-your-neighbors-jealous/,30 Incredible Gardening Tricks That Will Make Your Neighbors Jealous - News,20. Sweeter Tomatoes,"20. Sweeter Tomatoes  Image: Balcony Garden Web  If you’re tired of tasteless tomatoes that are overly acidic and lack the punch you crave, this hack will easily save the day. All you need to do is sprinkle baking soda over the tomato seeds when you plant them. After they flourish and produce fruit, you’ll have the sweetest and juiciest tomatoes on the block. We promise! "
12,https://thedesigninspiration.com/news/facts/20-incredible-gardening-tricks-that-will-make-your-neighbors-jealous/,30 Incredible Gardening Tricks That Will Make Your Neighbors Jealous - News,19. Biodegradable Planters,"19. Biodegradable Planters  Image: VivirCreative  This neat trick is a great way to reuse your toilet paper rolls and allows you to make small biodegradable planters for your seedlings. You can even plant the seedlings, in the planters, straight into your garden and they will break down over time; no worrying that you’re expanding your carbon footprint here! "
13,https://thedesigninspiration.com/news/facts/20-incredible-gardening-tricks-that-will-make-your-neighbors-jealous/,30 Incredible Gardening Tricks That Will Make Your Neighbors Jealous - News,18. Salt Deposit Removal,"18. Salt Deposit Removal  Image: Garden Forums  Most expert gardeners know that salt deposits can be a real boon to remove from clay pots. Thankfully, there is a simple solution you can make from vinegar, rubbing alcohol and water. Mix it together in a spray bottle, then apply it to your pots and scrub. The salt deposits will easily wipe off and you can get to replanting in no time. "
14,https://thedesigninspiration.com/news/facts/20-incredible-gardening-tricks-that-will-make-your-neighbors-jealous/,30 Incredible Gardening Tricks That Will Make Your Neighbors Jealous - News,17. Dirty Fingernails No More,"17. Dirty Fingernails No More  Image: Pinterest  Gardening can be a dirty job at times, and getting the dirt out from under your fingernails can be a real chore. However, this hack is sure to save you the frustration. Simply dig your nails into a bar of soap prior to gardening and wash your hands when you’re done. The soap will act as a barrier so the dirt won’t accumulate under the nails. "
15,https://thedesigninspiration.com/news/facts/20-incredible-gardening-tricks-that-will-make-your-neighbors-jealous/,30 Incredible Gardening Tricks That Will Make Your Neighbors Jealous - News,16. Stone Garden Markers,"16. Stone Garden Markers  Image: Crafts by Amanda  Starting a garden from scratch can sometimes be confusing if you don’t remember what you planted and where you planted it; therefore, making your own garden markers can be essential to your sanity. Simply take some stones, grab a sharpie, and get creative. This way, you can label your seedlings in style and not mix up the basil plant with the tomato vines. "
16,https://thedesigninspiration.com/news/facts/20-incredible-gardening-tricks-that-will-make-your-neighbors-jealous/,30 Incredible Gardening Tricks That Will Make Your Neighbors Jealous - News,15. Soak Seeds,"15. Soak Seeds  Image: The Sustainable Smallholding  If you want your seeds to take root and grow strong, we suggest soaking them in warm water for 24 hours. The water works as a catalyst for sprouting quickly; so when you plant the seeds, the roots take hold faster. Neat, right? "
17,https://thedesigninspiration.com/news/facts/20-incredible-gardening-tricks-that-will-make-your-neighbors-jealous/,30 Incredible Gardening Tricks That Will Make Your Neighbors Jealous - News,14. DIY Cleaning/Sharpening Garden Tool Holder,"14. DIY Cleaning/Sharpening Garden Tool Holder  Image: Pinterest  By keeping your gardening tools in a pot of abrasive sand you’ll be sure that they’ll always be sharp as well as rust-free, thanks to the sand’s natural oils. Simple and effective, this little hack will keep your tools sharp at all times. "
18,https://thedesigninspiration.com/news/facts/20-incredible-gardening-tricks-that-will-make-your-neighbors-jealous/,30 Incredible Gardening Tricks That Will Make Your Neighbors Jealous - News,13. Enriching Soil Pest Prevention,"13. Enriching Soil Pest Prevention  Image: Getty Images  Did you know you can use coffee grounds to prevent pests from taking over your garden? Simply sprinkle them on top of the soil and you’ll never have to worry about aphids destroying your tomato plants. The coffee also helps enrich the soil too, so it’s a win/win situation. Time to get brewing! "
19,https://thedesigninspiration.com/news/facts/20-incredible-gardening-tricks-that-will-make-your-neighbors-jealous/,30 Incredible Gardening Tricks That Will Make Your Neighbors Jealous - News,12. Simple Herb Garden,"12. Simple Herb Garden  Garden Lovers Club  Many people buy their herbs at the grocery store, but it’s actually cheaper to have your own herb garden at home. Plus, they are super simple to start and maintain. Just purchase an old wooden box you might find at a flea market, fill it with soil, and plant your herbs. Boom! It’s that easy. Now you can grow your own seasonings year-round. "
20,https://thedesigninspiration.com/news/facts/20-incredible-gardening-tricks-that-will-make-your-neighbors-jealous/,30 Incredible Gardening Tricks That Will Make Your Neighbors Jealous - News,11. Diapers for Moisture,"11. Diapers for Moisture  Image: Pinterest  Your potted plants will thank you for this one. If you want to maintain adequate moisture levels in your clay plots and not worry about root rot, simply place diapers, absorbent-side-up, at the bottom of the pots, before adding the soil. Your plants will stay hydrated and you’ll never have to worry about over-watering again. "
21,https://thedesigninspiration.com/news/facts/20-incredible-gardening-tricks-that-will-make-your-neighbors-jealous/,30 Incredible Gardening Tricks That Will Make Your Neighbors Jealous - News,10. DIY Bird Bath,"10. DIY Bird Bath  Image: Pinterest  This is a seriously simple way to make a birth bath without any hassle. If you happen to have a tree stump in your yard, simply place a clay bowl or tray on top of it. Next, weigh it down with a heavy object, such as a rock, and fill it up with water. Done! That’s it. This bird bath will bring all the flock to your yard! Be sure to also get tree care Austin for your garden projects. "
22,https://thedesigninspiration.com/news/facts/20-incredible-gardening-tricks-that-will-make-your-neighbors-jealous/,30 Incredible Gardening Tricks That Will Make Your Neighbors Jealous - News,9. Quick Watering Can,"9. Quick Watering Can  Image: eHow  A milk jug can make for a quick makeshift watering can, and what an excellent way to recycle your old milk jugs. Simply poke holes in the lid of the cap, fill the jug with water, and you’re good to go. Now, you never have to purchase a watering can again… Unless, you don’t drink milk–then, we can’t help you. "
23,https://thedesigninspiration.com/news/facts/20-incredible-gardening-tricks-that-will-make-your-neighbors-jealous/,30 Incredible Gardening Tricks That Will Make Your Neighbors Jealous - News,8. Mounted Boot Garden,"8. Mounted Boot Garden  Image: Old Farmer’s Almanac  Do you have old rubber boots lying around–Yes? Well, now you can re-purpose them into a wonderful hanging garden! Simply paint the boots a color you prefer, mount them on a fence, fill them with soil, and plant your favorite flowers. Easy and elegant! "
24,https://thedesigninspiration.com/news/facts/20-incredible-gardening-tricks-that-will-make-your-neighbors-jealous/,30 Incredible Gardening Tricks That Will Make Your Neighbors Jealous - News,7. Photo Album Seed Organizer,"7. Photo Album Seed Organizer  Image: DIY Network  Keeping all of your seeds organized can be a real pain, especially if you have collected an extensive variety over the years. Thankfully, we have a simple solution: a photo album. You can keep all of your seed packets protected in the sleeves, and you’ll always have them when you need them. We told you we were gardening hack geniuses, right? "
25,https://thedesigninspiration.com/news/facts/20-incredible-gardening-tricks-that-will-make-your-neighbors-jealous/,30 Incredible Gardening Tricks That Will Make Your Neighbors Jealous - News,6. Reuse Egg Shells,"6. Reuse Egg Shells  Image: Radmegan  Don’t throw away your egg shells if you have a garden! Wash them off and crush them up, and then sprinkle the shells around the roots of your plants. Not only will this keep pests at bay, but when the egg shells breakdown they will enrich the soil with calcium. "
